player_name,country,teams,account_id,opendota_name,liquipedia_title,photo_url,match_count,wins,recent_match_count,recent_wins,avg_kills,avg_deaths,avg_assists,avg_gpm,avg_xpm
Manee,AG,Just Webing,1118496070,Manee,,https://avatars.steamstatic.com/261a69e70726d36174180bf12052ec549b769ffa_full.jpg,468,274,20,14,7.0,5.7,17.1,472.45,590.5
Lovely,AI,Mad Kings Esports,196617903,Lovely,,https://avatars.steamstatic.com/6335876f02a7b1e200ac796f7011476db2165179_full.jpg,289,205,20,10,4.95,7.9,24.6,360.9,576.75
autosport,AM,NO BF,1029278444,autosport,,https://avatars.steamstatic.com/a03d399f465e708bcb2e4b2211425376726a8c29_full.jpg,1389,698,20,8,7.4,8.8,10.0,859.05,1249.2
meow,AO,Victory Vortex,1133471138,meow,,https://avatars.steamstatic.com/0fb524702c518f4862995ceac9ca2c0da94d57a1_full.jpg,3152,1589,20,6,9.15,7.15,14.4,478.35,650.1
Zigmorz,AS,FREEDOM$$KIE,415819966,Zigmorz,,https://avatars.steamstatic.com/e1f5926847f0a5ea8b8861531a7077d7338fadeb_full.jpg,12,6,20,8,4.65,5.85,11.6,334.0,549.4
Tobi,AT,Tundra Esports,140288368,Tobi,,https://avatars.steamstatic.com/9ffa3c29ad48561f8219c90fdef31bfeaccdfe81_full.jpg,14887,7896,20,9,1.9,8.45,15.0,292.0,471.5
kutaec,AW,Vagabond,1424632229,kutaec,,https://avatars.steamstatic.com/5024b618cff07088c37fc4e2408f096ebf3afd96_full.jpg,2850,1364,20,10,12.3,6.05,13.75,520.65,800.5
eaases,AX,SIBERIAN BEARS,1111981131,eaases,,https://avatars.steamstatic.com/2c29eede08bf6db3d2ef87a52342dd6087f5df40_full.jpg,284,148,20,8,8.1,9.3,13.35,509.8,741.35
SHVABAUER,Afghanistan,Bedolagi,942416332,SHVABAUER,,https://avatars.steamstatic.com/a38e2f2f2897fbbffe078e436f7ffc87aeff4d02_full.jpg,1731,849,20,8,5.3,9.35,14.45,443.75,685.8
uonvl,Albania,Team Neverlose,1281330173,uonvl,,https://avatars.steamstatic.com/b97cd083047f2a72c9e56a028bd0a6fb47c42d82_full.jpg,1287,682,20,9,5.85,6.9,15.75,390.55,569.5
MegaKaba4ok63,Andorra,АЛЬТУШКИ,407285373,MegaKaba4ok63,,https://avatars.steamstatic.com/f77699e1974df485131db7d5c41d8ba32843b0b1_full.jpg,4274,2195,20,9,9.45,5.15,9.2,1193.35,1813.7
Godot,Australia,Acion Arena,138444306,Godot,,https://liquipedia.net/commons/images/4/4a/Godot_wesg_2018.jpg,7984,4016,20,10,6.35,9.05,20.2,433.1,596.55
TweZZyy,BB,s84,402066396,TweZZyy,,https://avatars.steamstatic.com/45544b1d9c0e02826faa717933f8ff99658524af_full.jpg,2100,1076,20,9,6.55,7.85,7.25,532.15,763.75
Crazysh0t,BD,Suddenly,1535332972,Crazysh0t,,https://avatars.steamstatic.com/2d88c02697d2fa80db384cea94d2894da06f8587_full.jpg,11,2,11,2,4.09,10.27,14.55,416.27,588.55
Davai Lama,BE,HEROIC,138880576,Davai Lama,,https://avatars.steamstatic.com/173b60fdd7588ddcee632899b99878b0c676321c_full.jpg,17958,9440,20,14,4.4,3.95,12.7,541.6,703.05
CTOMAHEH1,BG,B8,314584168,CTOMAHEH1,,https://avatars.steamstatic.com/b7ca27355a9e69e1451394e8d5f82891c3084bc0_full.jpg,3962,2295,20,16,15.4,4.65,18.0,638.75,882.95
Malr1ne,BI,Team Falcons,898455820,Malr1ne,,https://avatars.steamstatic.com/28adc58a0b3ba9e0ab1cccf04bf4f7ea01b15f72_full.jpg,13680,7157,20,10,6.45,4.9,11.05,581.65,777.75
Overrated-,BJ,RIP,391344666,Overrated-,,https://avatars.steamstatic.com/850e0ad405588add9714a17546713d6af045b08f_full.jpg,4775,2356,20,7,4.9,10.05,21.25,369.75,595.85
Napster△,BN,КИМЛОРОД,1212103687,Napster△,,https://avatars.steamstatic.com/ffecf7ea36997f35751e3f55cc4dcf720a6e49fe_full.jpg,1752,864,20,8,7.5,5.85,13.75,494.5,745.45
Oscar,BO,NoPing Esports,352623024,Oscar,,https://avatars.steamstatic.com/5ead1626910f2b297d318e7969dc9e813a944113_full.jpg,7638,4200,20,11,3.6,3.85,8.05,528.85,679.65
ZIRNIJ 2007,BS,4ivasPrime,1137701850,ZIRNIJ 2007,,https://avatars.steamstatic.com/f4ac577a8ba46fac1ac578797717db061dc4f45c_full.jpg,19,12,19,12,10.21,7.21,14.37,543.68,747.26
nayassse,BY,kitsunes tail,1129978666,nayassse,,https://avatars.steamstatic.com/6e8369c2e5765d5fd0686414403cb893c7d970b2_full.jpg,1883,958,20,12,7.05,5.0,9.65,666.8,901.4
MiLAN,Bosnia and Herzegovina,LEVEL UP,98172857,MiLAN,,https://avatars.steamstatic.com/6ba5523eb3990bd167b49a112668a2e57a06a304_full.jpg,9638,5230,20,13,3.05,6.65,16.8,365.05,535.5
hyko,Brazil,x5 Gaming,85312703,hyko,,https://avatars.steamstatic.com/84224ae831a9bb981eedffa03852e0d0736c152c_full.jpg,12874,6867,20,11,4.75,4.3,11.8,536.4,655.2
gotthejuice,CD,Natus Vincere,957204049,gotthejuice,,https://avatars.steamstatic.com/ffbbff7534d320bc4750486ebc67f7b8b408bb86_full.jpg,4960,2671,20,8,5.95,4.1,8.3,701.9,847.5
dilanx<,CI,NO GORDAS,472380049,dilanx<,,https://avatars.steamstatic.com/c8df6861c7ed76752a214c00132d2d269e4a5798_full.jpg,181,101,20,12,9.85,6.6,15.6,533.65,734.8
The International/2024/Eastern Europe,CIS,9Pandas,,The International/2024/Eastern Europe,,https://liquipedia.net/commons/images/f/fe/The_International_2024.jpg,0,0,0,0,,,,,
WoE,CM,Matreshka,1092267175,WoE ,,https://avatars.steamstatic.com/2128d4dace004abfd881ec30cff3a80a54955a78_full.jpg,7626,3922,20,8,6.45,4.7,8.5,663.8,798.25
Miposhka,CO,Team Spirit,113331514,Miposhka,,https://avatars.steamstatic.com/c2dd1e77c065593e8035abec15fc5c89169fffcb_full.jpg,9510,5467,20,12,4.65,6.9,18.35,384.8,547.05
RedRat,CR,New Logic,98772896,RedRat,,https://avatars.steamstatic.com/ae094aef857b2673c8d795e59e1aab08cddd8172_full.jpg,4349,2165,0,0,,,,,
raskol,CX,SISKI GAMING,1040375822,raskol,,https://avatars.steamstatic.com/3c029e3de172e428e1e93882d04a63696b05ba01_full.jpg,6,3,6,3,8.5,9.5,19.17,490.0,736.17
Braxie-,Canada,Thunder Awaken,124127745,Braxie-,,https://avatars.steamstatic.com/fc44aecb56f215c0c12959ba4c1f7046ccfec40e_full.jpg,7923,4106,20,7,3.7,6.65,13.2,407.95,522.95
ShineDi,Chile,Ravage Gaming,101071453,ShineDi,,https://avatars.steamstatic.com/06a5613afde8695a66e7556cd37ce272af0fe7b6_full.jpg,29863,15210,20,9,9.85,5.65,14.35,574.4,710.55
XCJ,China,Antarctic Penguins,117731777,XCJ,,https://avatars.steamstatic.com/2214c51b320b8c43afad8e856dd0caee1fb1f39a_full.jpg,11595,6186,20,8,9.5,6.1,13.0,573.45,701.6
Saberlight,Czech Republic,AVULUS,126212866,Saberlight,,https://avatars.steamstatic.com/d76cefe4e9e02c607ad44d281bf7ecad4efff306_full.jpg,15605,8304,20,7,2.65,6.4,9.6,498.35,624.85
FixV,DJ,ProstoServak Team,1031799162,FixV,,https://avatars.steamstatic.com/40354ce3ebe504eb0ca1dac63aeb024534d2f36f_full.jpg,287,136,20,12,11.55,6.15,12.55,578.75,778.1
Cryble,DZ,AgroNemiga,131333833,Cryble,,https://avatars.steamstatic.com/97e463a36f2693f6158631fb69c4074694019c20_full.jpg,8706,4444,20,12,7.25,8.3,12.65,510.25,694.3
Cr1t-,Denmark,Team Falcons,25907144,Cr1t-,,https://avatars.steamstatic.com/a400c5ddc9696fd8056477e9070fcb852cc49d7e_full.jpg,22644,12184,20,9,2.35,7.05,13.35,307.4,456.6
-Wetto-,EC,TDS Empire,161385728,-Wetto-,,https://avatars.steamstatic.com/593ad15dbd077bc8bfdfe7836b56d7d7ac2c8ff0_full.jpg,1173,582,20,9,7.5,8.35,17.05,537.65,823.45
k33mmy,ER,DF JUNIOR,997958795,k33mmy,,https://avatars.steamstatic.com/0ad03dfce7fd12a7fd78904b4b65619600cd04b2_full.jpg,3226,1650,20,10,4.05,6.1,13.75,478.5,613.1
Aokigahara,ET,agerra,1669637536,Aokigahara,,https://avatars.steamstatic.com/ad97c4a9fad42af46524a49f07056988bda04a6e_full.jpg,241,142,20,12,9.8,9.1,12.35,532.05,687.3
Puppey,Estonia,Team Secret,87278757,Puppey,,https://avatars.steamstatic.com/fef49e7fa7e1997310d705b2a6158ff8dc1cdfeb_full.jpg,3415,2206,20,12,1.85,4.45,12.3,349.55,442.15
The International/2025/Western Europe,Europe,1w Team,,The International/2025/Western Europe,,https://liquipedia.net/commons/images/5/52/The_International_2025.png,0,0,0,0,,,,,
Pawapuz,FJ,DF YOUTH,387500064,Pawapuz,,https://avatars.steamstatic.com/3017f64da039e05834f718537fc1fba48efe92e6_full.jpg,7805,4097,20,15,6.1,4.55,14.5,545.55,686.65
$igmaB0lls,FK,b00bs,1225482370,$igmaB0lls,,https://avatars.steamstatic.com/c52867c739e2be4a40f6d4371f31ae3aed31164d_full.jpg,1346,675,20,9,13.8,6.15,10.25,656.95,870.95
Topson,Finland,Tundra Esports,94054712,Topson,,https://avatars.steamstatic.com/baa16c283256042f7c5db9524f7925dcc902152e_full.jpg,16907,8830,20,12,10.55,5.5,12.95,630.95,780.65
@CaioGordo_,France,x5 Gaming,1248723540,@CaioGordo_,,https://avatars.steamstatic.com/728a6cc32bddf820fbb6ed09f8a45d9a4199ff56_full.jpg,3887,1932,20,12,7.95,6.25,11.1,611.15,825.55
TuszaOwO,GE,Invincible Timmir,1211011071,TuszaOwO,,https://avatars.steamstatic.com/cd3faad90f0db1a6ccfb94fdce39589ef0e60285_full.jpg,148,60,20,10,6.4,10.55,13.0,490.1,894.1
treyz,GI,XXX,1550661930,treyz,,https://avatars.steamstatic.com/c4982ebc5936665f4572a8b8ff57dd0fc52d2f7f_full.jpg,767,389,20,10,12.05,9.05,13.75,811.15,1415.1
main,GN,Team Ensnare,471059022,main,,https://avatars.steamstatic.com/1d819a5049b7f9b0dbdf34e6177ff1313e129d01_full.jpg,1056,525,20,7,8.5,8.6,11.4,645.35,1050.05
Alza,GR,Team Ghull,156826614,Alza,,https://avatars.steamstatic.com/56e9edfdd3a5d26f79de3085e0a9a19da24e1606_full.jpg,3375,1677,20,8,6.8,7.35,16.75,392.6,621.85
Kōtarō.sr4ever,GS,Infinity,185202677,Kōtarō.sr4ever,,https://avatars.steamstatic.com/eb9a01a657d115130d86d7e41060258d95e6544f_full.jpg,10794,5849,20,11,9.85,4.7,9.5,663.8,746.1
SHKV,Germany,4Tatars1Jew,129692343,SHKV,,https://avatars.steamstatic.com/82fd239ce8c193be3c2b29626bf23053c2d52892_full.jpg,10098,5075,20,8,3.5,7.9,13.2,496.0,656.9
SkyLark,Greece,Ad Finem,27178898,Skylark,,https://liquipedia.net/commons/images/c/c0/SkyLark_The_Boston_Major_2016.jpg,5700,3119,20,8,6.05,6.5,10.25,750.6,1025.8
Ash_廣州亮少,HK,Arcane Champion,107365905,Ash_廣州亮少,,https://avatars.steamstatic.com/6da6b80cfeb0f48cc3fd40f453b5e01c0644d648_full.jpg,11060,5696,20,10,4.9,7.3,17.7,363.55,527.6
lowskill,Hungary,B8,98885811,lowskill,,https://avatars.steamstatic.com/d3dddbe62b6084b0d9fe5d63260b30ed5977a30f_full.jpg,15960,8388,20,5,6.95,4.65,7.15,712.05,825.25
HumbleFoxy,IE,Imprint Esports,110701178,HumbleFoxy,,https://avatars.steamstatic.com/d273d150bcaa0cb981c7ee26136a87125ca8f090_full.jpg,4670,2405,20,7,10.55,8.35,13.55,519.3,695.1
eshpek,IO,afk,99148539,eshpek,,https://avatars.steamstatic.com/e951766c8093f4e7da6d7f3ca1c3b87263207fb9_full.jpg,5083,2641,20,10,10.8,4.7,11.3,1221.4,2047.6
KingJungles,IS,HEROIC,81306398,KingJungles,,https://avatars.steamstatic.com/1d1173e9ad0cde222bed5c65807d39420580d7a7_full.jpg,7927,4331,20,9,1.9,4.5,14.1,306.6,454.15
MΛZΞ,India,Vyse,34122708,mz,,https://avatars.steamstatic.com/249a89251182babd8d6da4e4dd0db9a2ed53c15d_full.jpg,7147,3702,20,8,7.25,6.4,12.1,481.05,636.7
Mikoto,Indonesia,Talon,301750126,Mikoto,,https://avatars.steamstatic.com/68fef146130b9b1e70db097c24493fd20f7a75a6_full.jpg,10639,5872,20,12,6.25,2.1,10.85,592.75,740.65
Fly,Israel,nouns,94155156,Fly,,https://avatars.steamstatic.com/f7689771bd13936752da487f646162f75b166cd4_full.jpg,8431,5063,20,7,1.6,5.85,9.65,314.5,396.45
4nalog丶01,Italy,HEROIC,131303632,4nalog丶01,,https://avatars.steamstatic.com/7fffb26652d878e52aa8fe4537ac1a34abf7d2be_full.jpg,13422,7467,20,10,6.75,4.15,8.5,660.15,889.7
x1fps,JM,Young team 2,148424490,x1fps,,https://avatars.steamstatic.com/7831de70681f031a769eb38b830694e36fc8671e_full.jpg,3534,1738,20,8,7.05,4.3,12.0,1084.05,1854.65
reverie,JP,riseofabyss,295034507,reverie,,https://avatars.steamstatic.com/ac50b3784220fe6b654f3f018ce91c216b4763cc_full.jpg,3507,1771,20,10,7.7,8.2,20.45,417.75,643.45
Miracle-,Jordan,Nigma Galaxy,105248644,Miracle-,,https://avatars.steamstatic.com/c027428077a91bec87fe9a0fea6bb9139505d1d1_full.jpg,4061,2389,20,13,9.5,3.1,7.1,709.6,756.65
Starboy,KG,The Last Samurai,402871441,Starboy,,https://avatars.steamstatic.com/5b9d5b11fbc9338f42877beaab728e72979a762d_full.jpg,20,9,20,9,10.9,7.65,13.55,534.85,739.5
dkn-,KH,HappyMeal,113901097,dkn-,,https://avatars.steamstatic.com/cdaac85934e86f9a8ce1b88d1dc05d04a793dcf3_full.jpg,683,338,20,8,6.6,7.25,12.9,856.25,1485.4
Kenken-,KI,Team Classic,324116338,Kenken-,,https://avatars.steamstatic.com/a4ce223475fd9ca853140433f5876e74e90fd7c9_full.jpg,5459,2778,20,12,9.15,7.25,19.35,555.25,801.6
slavenson,KM,Team Aurochs,408894941,slavenson,,https://avatars.steamstatic.com/92574ad72d72c393c28944cf736fac77b2f46d26_full.jpg,4706,2488,20,10,3.15,5.7,18.15,616.8,1163.3
stingeR,KR,Mad Kings Esports,119631156,stingeR,,https://avatars.steamstatic.com/a2efc5265412154c712679d294e41b4d4f6e7f92_full.jpg,4624,2518,20,10,2.4,6.25,13.05,330.95,434.35
YaWaR,Kazakhstan,Howl,420012344,YaWaR,,https://avatars.steamstatic.com/e73f122135cca7e908035dc090fae9f100737f9f_full.jpg,1801,936,20,10,10.0,6.7,12.45,1325.45,2159.55
Nevermine,LA,Antarctic Penguins,113152484,Nevermine,,https://avatars.steamstatic.com/b773b4a5a230145e89b5eb51808a7feef6213c4f_full.jpg,12591,6681,20,9,5.5,5.2,15.05,490.8,659.65
demonedge,LC,ABSOLUTE,1055608751,demonedge,,https://avatars.steamstatic.com/b7b837db892043625cf7a7ad0806146e4e346442_full.jpg,460,234,20,4,7.8,7.0,11.15,910.65,1511.1
fl1nkq,LT,200th team,375952799,fl1nkq,,https://avatars.steamstatic.com/c1c11c3caf066c12234a6ec6340df25f61a768c9_full.jpg,2294,1145,20,14,12.2,6.65,12.35,651.35,892.4
lost in sanctuary,LU,Team Raccoons,1081396104,lost in sanctuary,,https://avatars.steamstatic.com/30a4f6416f1e46a8dbb16d3a56b35e3a0cedaf5b_full.jpg,2913,1433,20,13,11.75,7.85,14.45,740.4,1147.1
Epilept,Latvia,I Hate Women,1090921351,Epilept,,https://avatars.steamstatic.com/c63d9c1144644f733c3ddd2591d713770d04e720_full.jpg,1173,601,20,10,7.7,11.45,13.7,887.2,1506.3
Mazeh,Lebanon,University of Michigan,371322877,Mazeh,,https://avatars.steamstatic.com/2fa77190876d1fd2655a1db0e308a560bb79f7d5_full.jpg,6484,3436,20,13,10.7,7.05,14.2,594.65,793.75
Save-,MD,BetBoom Team,317880638,Save-,,https://avatars.steamstatic.com/c73fa928d08a8d693881c85ee0cbc8febca40ca9_full.jpg,20558,10694,20,12,3.9,4.5,13.5,341.0,490.8
DyrkavTemke,MG,Black Pensils,1270738563,DyrkavTemke,,https://avatars.steamstatic.com/738cb0ccce816bbb5add1b4cbb8115e6cfb55b50_full.jpg,1097,552,20,11,8.3,7.2,12.7,826.25,1304.95
Frankie Four Fingers,MK,DEAR COMRADES,1077333986,Frankie Four Fingers,,https://avatars.steamstatic.com/454e55ceff484c7739e72142d0f20e3c350f0535_full.jpg,247,108,20,14,6.25,11.7,21.9,348.9,576.3
ernest萧瑟,MO,Kotyatki,323804644,ernest萧瑟,,https://avatars.steamstatic.com/cb026766805a4071c18cdcdfa8c0bd56e90756ab_full.jpg,1136,584,20,8,5.9,5.9,10.1,526.85,704.6
Shnicel,MT,PiPiTeam,1136384980,Shnicel,,https://avatars.steamstatic.com/b402d710a521f5ee3b7516794c30ed5f055f1d05_full.jpg,1388,685,20,8,7.75,4.1,12.5,576.6,710.4
ewr,MU,Miyau,1823185083,ewr,,https://avatars.steamstatic.com/1be7644319d84e8a302d81ae6873715a165cd576_full.jpg,1573,764,20,7,9.35,9.2,17.1,606.75,939.55
Tikatakla,MW,Monstahs,77436115,Tikatakla,,https://avatars.steamstatic.com/e426940694640fbaf3d68f0eabefc27f47fb75c9_full.jpg,587,306,20,8,5.35,6.0,18.0,1122.5,1908.25
eace,MX,The Chapulines,116776337,eace,,https://avatars.steamstatic.com/6dd5773e4c007aaa662fa64a68d73a44284691e1_full.jpg,6520,3401,20,10,12.45,7.1,13.5,641.2,888.2
Candyloon,Malaysia,MAG.Yolo,135673679,Candyloon,,https://avatars.steamstatic.com/26000814c067aa84ae7883ccfc81501888e497c7_full.jpg,8690,4693,20,6,2.75,5.1,9.2,501.95,593.55
Nonece-,Mongolia,EZENGUI TOOSGO SQUAD,868116169,Nonece-,,https://avatars.steamstatic.com/9d0939d542aa4828b132039863bf7f4871ed26f3_full.jpg,7100,3616,20,12,9.55,8.5,17.6,566.95,749.5
Yuma,NI,HEROIC,177203952,Yuma,,https://avatars.steamstatic.com/29f3bdb799edee196b3079efbcf73aae8923d3b2_full.jpg,19988,10542,20,10,10.85,3.35,9.05,717.45,876.05
Lich,NP,Shadow Esports,902610453,Lich,,https://avatars.steamstatic.com/3144fa7c034fe574734538167481476ae1ca678e_full.jpg,403,204,20,5,7.95,7.7,9.3,522.5,702.2
YDF,Netherlands,kawaiii girls,75525103,YDF,,https://avatars.steamstatic.com/4e92bfea7246d70aa56835d7169ea71c5065dc10_full.jpg,11517,5798,20,14,13.05,5.5,12.7,599.8,835.0
